"Labor","Nivel","AnchoPro","AltoPro","Empresa","Tipo","Fecha","Guardia","AnchoReal","AltoReal","CumplimientoRecomendacion","NivelRiesgo","Condicion","Recomendacion","Sostenimiento","GSI","PorcentajeTabla","TipoSostenimiento","Responsable","Operaciones","Seguridad","Geomecanico","Registro","ProcesoMinado","SostenimientoTope","HastialDerecho","HastialIzquierdo","MallasTraslapadas","MallasRotas"
"Stp 440 E ",2890,4,4,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-24T05:00:00.000Z""","DIA",5.2,5.2,true,"CRITICO","null","CONROLAR LA SECCION DE LA LABOR ",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.50","Si","No"
"Rap 031",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-25T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","Presencia de caliza gris con falla transversal al hastial izquierdo,reforzar sostenimiento.",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.15","1.10","Si","Si"
"Cro 160 E",2890,4.5,4,"IESA SA","AVANCE","""2015-07-25T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","Continuar con la voladura controlada, reforzar sostenimiento en el hastial derecho.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.10","1.10","Si","Si"
"Cro 037",2890,4.5,4,"IESA SA","EXPLOTACION","""2015-07-25T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","Se recomienda continuar con la voladura controlada.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.15","1.20","Si","No"
"Rpa. 7854",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-24T05:00:00.000Z""","NOCHE",4.6,4.6,true,"CRITICO","null","",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.4","1.4","Si","No"
"Cro. 7249 N",3950,4,4,"COPSEM","EXPLOTACION","""2015-07-24T05:00:00.000Z""","NOCHE",4.2,4.2,true,"MEDIO","null","",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.5","1.5","Si","Si"
"Cro 7239 N",3950,4,4,"COPSEM","EXPLOTACION","""2015-07-25T05:00:00.000Z""","NOCHE",4.1,4.1,true,"MEDIO","null","",true,"F/R",9,"Split Set a 1.50 x 1.50 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.50","Si","Si"
"Stp. 154",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-26T05:00:00.000Z""","DIA",4.2,4.2,true,"BAJO","null","",true,"F/R",9,"Split Set a 1.50 x 1.50 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.52","1.48","Si","No"
"Stp. 691",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-25T05:00:00.000Z""","NOCHE",4.5,4.5,true,"CRITICO","null","",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.50","1.70","Si","Si"
"Rpa. 031",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-26T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","Se recomienda continuar con la voladura controlada, reforzar sostenimiento con malla y split set.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.00","1.10","Si","Si"
"Rap. 990",2890,4.5,4,"IESA SA","AVANCE","""2015-07-26T05:00:00.000Z""","DIA",4.11,4.11,true,"MEDIO","null","Continuar desate y descarga, despues de limpieza reforzar espacios abiertos y continuar con la voladura controlada.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.18","1.12","Si","No"
"Cro 436 S",4050,4.5,4,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-26T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","se tiene una falla paralela al HD con Bz 67°, presencia de intrusivo alterado conrellenode arcilla y panizo en la falla, se evidencio una voladura deficiente con taladroa en el piso que no salieron. ",true,"MF/MP",0,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.15","1.50","Si","No"
"S/N 116",2840,4,4,"IESA SA","EXPLOTACION","""2015-07-27T05:00:00.000Z""","DIA",4.12,4.12,true,"CRITICO","null","reforzar sostenimiento los espacios abiertos, sostener el ultimo disparo y continuar el ultimo disparo.",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.21","1.10","Si","Si"
"Rpa.7854",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-28T05:00:00.000Z""","DIA",4.3,4.3,true,"CRITICO","null","",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.50","1.50","Si","Si"
"CX. 436S",3000,4.5,4,"COPSEM","AVANCE","""2015-07-29T05:00:00.000Z""","DIA",4.65,4.65,true,"CRITICO","null","SE REALIZÓ REFORZAMIENTO Y DESCARGUE DE MALLA. LISTO PARA LANZADO DE SHOTCRETE.",true,"MF/MP",0,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.55","1.50","Si","No"
"RPA 018",3000,4,4,"IESA SA","EXPLOTACION","""2015-07-29T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","REALIZAR REFORZAMIENTO E ESPCIOS HABIERTOS, SOSTENER ULTIMO DISPARO Y CONTINUAR CON VOLADURA CONTROLADA",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.20","1.10","Si","Si"
"Gal 765-n",3300,4,5,"IESA SA","EXPLOTACION","""2015-09-11T05:00:00.000Z""","DIA",5,5,true,"CRITICO","null","Continuar con el control de la seccion, voladura controlada.",true,"MF/MP",0,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.60","1.61","Si","Si"
"SN. 8086",4050,4,4,"COPSEM","AVANCE","""2015-07-29T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","SE REALIZÓ DESCARGUE DE MALLA MAS REFORZAMIENTO.",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.60","1.45","Si","No"
"RPA 990",2890,4.5,4,"IESA SA","AVANCE","""2015-07-29T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","REALIZAR BOMBEO PARA RECUPERAR EL FRENTE Y REFORZAMIENTO E ESPCIOS HABIERTOS, SOSTENER ULTIMO DISPARO ",true,"MF/R",6,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.20","1.10","Si","Si"
"Rpa 175",2960,4,4,"IESA SA","EXPLOTACION","""2015-07-30T05:00:00.000Z""","DIA",4.15,4.15,true,"BAJO","null","se recomienda desquinche de piso, abrir la comunicacion y realizar desate en los hastiales.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.05","1.10","Si","No"
"Gal 981",3180,4,4,"IESA SA","EXPLOTACION","""2015-07-30T05:00:00.000Z""","DIA",4.05,4.05,true,"BAJO","null","se recomienda reforzar sostenimiento en el hastial derecho, continuar con la voladura controlada",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.10","1.15","Si","Si"
"Rpa 869 ",2960,4.5,4,"IESA SA","EXPLOTACION","""2015-07-30T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","caliza gris con presencia de venilleo de cuarzo,seguir con la voladura controlada.",true,"IF/P",0,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.00","1.10","Si","No"
"RP. 7854",3420,4.5,4,"COPSEM","AVANCE","""2015-07-30T05:00:00.000Z""","DIA",4.2,4.2,true,"BAJO","null","Se recomienda realizar descargue de malla en los puntos observados.",false,"F/R",9,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.52","Si","No"
"Cro 746",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-30T05:00:00.000Z""","NOCHE",4.15,4.15,true,"BAJO","null","REALIZAR REDESATE DEL FRENTE PARA COLOCADO DE TUBUS DE ARRASTRE, CARGUIO Y UTILIZAR CARGA DESACOPLADA Y/O CAÑAS PARA LA VOLADURA CONTROLADA",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.0","1.1","Si","No"
"Rpa. 7839 N",4280,5,5,"COPSEM","EXPLOTACION","""2015-09-10T05:00:00.000Z""","DIA",5.3,5.3,true,"BAJO","null","REALIZARE L CORTE DE MALLAS Y REFOERZAR EL SSTENIMIENTO.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.48","1.50","Si","No"
"Gal 765-S",3300,4,4,"IESA SA","EXPLOTACION","""2015-09-11T05:00:00.000Z""","DIA",4,4,true,"BAJO","null","Realizar voladura controlada.",true,"MF/MP",0,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.0","1.0","Si","No"
"Stp. 160 N -Gal.116",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-09-11T05:00:00.000Z""","DIA",5.43,5.43,true,"CRITICO","null","SE DEBE DE REDUCIR EL ANCO DE MINADO. LA RAZANTE ESTA MAL LLEVADO, FALTA 0.7 cm EN LE TECHO, SE HA BAJADO MUCHO EL PISO. EN AMBOS FRENTES QUE ESTA CORRIENDO, FALTA CORREGIR EL SOSTENIMIENTO EN HASTIALES SOBRETODO EN LE PUNTO TOPOGRAFICO  F 17 LA MALLA ESTA MUY ALTO. EL BRESTIN DE LA ISQUIERDA, SE OBSERVA QUE HAY 6 MTS.  SIN SOSTENER Y SIN DESATAR. NO HAY CONTROL DE TECHOS PUES SE ESTA LLEVANDO  COMNO GRADA HACIA EL TPLE ESTA CHISPEANDO POR LO QUE TIENE 6.5 EL ANCHO DE MINADO.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.5","1.4","No","Si"
"Stp. 440 E-W",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-09-11T05:00:00.000Z""","DIA",5.01,5.01,true,"CRITICO","null","DESDE EL INGRESO SE EVIDENCIA  MALLAS CARGADAS  TANTO EN HASTIALES Y CORONA  EN EL PUNTO TOPOGRAFICO H 50 SE DEBE DE MEJORAR LA DISTRIBUCION DE PERNO A PERNO",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","No","1.4","1.4","No","Si"
"Stp. 441",2940,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-09-11T05:00:00.000Z""","DIA",4.5,4.5,true,"CRITICO","null","FALTA LEVANTAR EL TECHO DEL BREASTIN SE ESTA LLEVANDO UNA BANCADA DE 2 METROS. FALTA SOSTENER 7.50 METROS. EL ULTIMO PAÑO DE MALLA HA SIDO REMANGADO POR EL DISPARO, FALTA RELLENAR EL PISO Y SE DEBE DE LEVANTAR LA BANCADA 1.20 METROS MAS. AL LADO DERECHO  SE DEBE DE RELLENAR , HAY TRAMOS SIN SOSTENER.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.50","1.50","No","Si"
"Rpa 7854",3600,4,4,"COPSEM","EXPLOTACION","""2015-09-11T05:00:00.000Z""","DIA",4.15,4.15,true,"BAJO","null","ROCA EMPLAZADA EN CALIZA MARMOLIZADA DE MEDIANA REISTENCIA. REALIZAR LA VOLADURA CONTROLADA.",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.48","1.46","Si","No"
"Rpa 679",3600,4.5,4,"COPSEM","EXPLOTACION","""2015-09-11T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","Continuar con el reforzamiento del sostenimiento.",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.45","1.48","Si","Si"
"Stp. 732",3420,4,4,"COPSEM","EXPLOTACION","""2015-09-12T05:00:00.000Z""","DIA",5,5,true,"CRITICO","null","TERRENO DE MEDIANA RESISTENCIA, PRESENTA ALTERACION ARGILICA  PRESENTA UNA FALLA TRANVERSAL A LA LABOR. RECOMENDACION BAJAR LA ALTURA DE SOSTENIMIENTO, DESCARGURE DE MALLAS CARGADAS Y  REALIZAR VOLADURA CONTROLADA",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.50","1.55","Si","No"
"Sn. 7779 N",3420,4,4,"COPSEM","EXPLOTACION","""2015-09-12T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","CALIZA GRIS  CON VENILLAS  DE CALCITA DE MEDIANA RESISTENCIA. RECOMENDACION FALTA REALIZAR DESATE DE HASTIALES, DESCARGUE DE MALLAS CARGADAS, REFORZAR MALLAS ROTAS Y REALIZAR VOLADURA CONTROLADA.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.50","1.40","Si","Si"
"Rpa. 7839 N",4280,5,5,"COPSEM","EXPLOTACION","""2015-09-13T05:00:00.000Z""","DIA",5.3,5.3,true,"MEDIO","null","SE DEBE DE MARCAREL AREA  DONDE DE VA A COLOCAR  RL SOSTENIMIENTO.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.45","1.40","Si","Si"
"Stp. 369 (PISO 14)",4050,4,5,"COPSEM","EXPLOTACION","""2015-09-14T05:00:00.000Z""","DIA",5,5,true,"MEDIO","null","TERRENO DE MEDIANA RESISTENCIA, FALLA PARALELA A LA LABOR QUE ESTA APEGADO AL HASTIAL IZQUIERDO. RECOMENDACION DESCARGUE DE MALLAS CARGADAS, CONTROLAR LÑA SECCION DE LA LABOR.",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.50","1.50","Si","No"
"Stp. 369 (PISO 13)",4050,4,5,"COPSEM","EXPLOTACION","""2015-09-14T05:00:00.000Z""","DIA",5,5,true,"CRITICO","null","TERRENO DE BAJA RESISTENCIA PRESENTA ALTERACION ARGILICA, FALLA SEMI PARALELA A LA LABOR, EL PILAR SE ESTACRAKELANDO. RECOMENDACION RELLENAR EL PISO PARA GANAR ALTURA, DESCARGUE DE MALLAS CARGADAS Y REFORZAR EL SOSTENIMIENTO.",true,"MF/P",3,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.50","1.50","Si","Si"
"Stp. 732",3420,4,4,"COPSEM","EXPLOTACION","""2015-09-14T05:00:00.000Z""","DIA",4.3,4.3,true,"MEDIO","null","",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.60","1.40","Si","No"
"Stp. 154 N",3600,4,4,"COPSEM","EXPLOTACION","""2015-09-15T05:00:00.000Z""","DIA",5,5,true,"MEDIO","null","REALIZAR DESCARGUE DE MALLAS CARGADAS",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.45","1.50","Si","No"
"S/N. 7779 N",3420,4,4,"COPSEM","EXPLOTACION","""2015-09-15T05:00:00.000Z""","DIA",4.3,4.3,true,"CRITICO","null","CALIZA GRIS DE MEDIANA RESISTENCIA CON VENILLAS DE CALCITA, FALLA SEMI PARALELA A LA LABOR RECOMENDACION DESCARGUE DE MALLAS CARGAS Y CORTE DE MALLAS SOBRESALIDAS, CONTROLAR LA SECCION DE LA LABOR Y REALIZAR VOLADURA CONTROLADA",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.52","1.50","Si","No"
"Rpa 999",2890,4,4,"IESA SA","EXPLOTACION","""2015-09-15T05:00:00.000Z""","DIA",4,4,true,"BAJO","null","SE RECOMIENDA REFORZAR ESPACIOS ABIERTOS DE MALLAS ROTAS.",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.10","1.05","Si","No"
"RPA. 7731 E CAM. DE RED.",3540,4,5,"CIA MINERA ATACOCHA","AVANCE","""2015-09-17T05:00:00.000Z""","DIA",4.57,4.57,true,"CRITICO","null","LA E. E. MARTINEZ, HA COLOCADO SOSTENIMIENTO ENCIMA DE MALLAS CARGADAS Y BANCOS SUELTOS  SEA DESESTABILIZADO MÁS LA ROCA. SE DEBE DE DESATAR , DESCARGAR LA MALLA Y SE DEBE DE PROGRAMAR PARA SHOTCRETEAR. ",true,"MF/MP",0,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.40","1.40","No","Si"
"Rpa. 679 ",3600,4,4,"COPSEM","EXPLOTACION","""2015-09-17T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","EMPLAZADA EN CALIZA GRIS DE MEDIANA RESISTENCIA, FALLA SEMIPARALELA A LA LBOR, RECOMENDACION REFORZAR EL SOSTENIMIENTO, CORTE DE MALLAS SOBRESALIDAS Y CONTROLAR LA VOLADURA CONTROLADA",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.40","1.30","Si","Si"
"Stp. 440_E",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-09-18T05:00:00.000Z""","DIA",5.2,5.2,true,"CRITICO","null","Labor correctamente sostenida, se recomienda realizar desate de rocas minucioso, se recomienda completar el sostenimiento al tope, según recomendación geomecánica.",false,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.60","Si","No"
"Stp. 369 (Piso 14)",4050,4,5,"COPSEM","EXPLOTACION","""2015-09-18T05:00:00.000Z""","DIA",5.1,5.1,true,"BAJO","null","FALLA TRANSVERSAL A LA LABOR, EL PILAR FALTA REFORZAR ELSOSTENIMIENTO. RECOMENDACION DESCARGUE DE MALLAS CARGADAS, REFORZAR EL SOSTENIMIENTO Y REALIZAR VOLADURA CONTROLADA",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.40","1.50","Si","No"
"Stp. 369 (Piso 11)",4050,4,5,"COPSEM","EXPLOTACION","""2015-09-18T05:00:00.000Z""","DIA",5.1,5.1,true,"MEDIO","null","FALLA SEMIPARALELA A LA LABOR. EL PILAR SE ESTA CRAKELANDO. RECOMENDACION SOSTENER LA INTERSECCION DE LA LABOR.  DESCARGUE DE MALLAS CARGADAS Y REALIZAR VOLADURA CONTROLADA",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.40","1.40","Si","No"
"Rpa. 389",4050,4.5,4,"COPSEM","EXPLOTACION","""2015-09-19T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","TERRENO DE MEDIANA RESISTENCIA, CON VENILLAS DE CALCITA, PRESENTA 2 FALLAS SEMIPARALELA A LA LABOR CON RELLENO SUAVE EN LA APERTURA DE LAS FALLAS. RECOMENDACION DESDE EL INGRESOFALTA REFORZAR EL SOSTENIMIENTO DE LA CORONA Y HASTIALES, DESCARGAR LAS MALLAS CARGADAS, REALIZAR EL TRASLAPE EN LA TERCERA COCADA Y REALIZAR VOLADURA CONTROLADA",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","2.00","1.90","No","Si"
"RPA 7854",3420,4.5,4,"COPSEM","EXPLOTACION","""2015-10-02T05:00:00.000Z""","DIA",4.1,4.1,true,"MEDIO","null","",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.40","1.40","Si","Si"
"STP 732",3420,4,4,"COPSEM","EXPLOTACION","""2015-10-02T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","",true,"F/R",9,"Split Set a 1.50 x 1.50 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.40","1.50","Si","No"
"STP 660",3420,9,4.5,"COPSEM","EXPLOTACION","""2015-10-02T05:00:00.000Z""","DIA",5.1,5.1,true,"CRITICO","null","DESATADO MINUSIOSO DE ROCAS_x000D_\nDESCARGA SOBRE HASTIAL IZQUIERDO PARA REDUCIR SECCION DE EXPLOTACION",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","S/D","S/D","Si","Si"
"STP 996",3540,4.5,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-10-02T05:00:00.000Z""","DIA",4.68,4.68,true,"CRITICO","null","DESATADO MINUSIOSO DE ROCAS, HAY MALLAS CARGADAS TANTO EN HASTIALES Y CORONA.  POR EL TIPO DE ROCA SE DEBE DE PERFORAR PARA SOSTENIMIENTO CON BROPCAS DE 35 MM. LA EMPRESA ESPECIALIZADA MARTINEZ, NO ESTÁN DISTRIBUYENDO DE ACUERDO A LO RECOMENDADO, NO HAY JUNTA DE MALLAS.",true,"MF/P",3,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.50","1.50","No","Si"
"STP 441",2960,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-10-02T05:00:00.000Z""","DIA",5.6,5.6,true,"CRITICO","null","controlar la seccion de la labor ",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.00","1.00","Si","No"
"RPA 723",3600,4.5,4,"COPSEM","EXPLOTACION","""2015-10-04T05:00:00.000Z""","NOCHE",4.1,4.1,true,"BAJO","null","SE REALIZO DESCARGUE DE MALLA DEL PTO TOPOGRAFICO V-44 A 3MTS Y EL RESANE CORRESPONDIENTE",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.48","1.45","Si","No"
"Cro 544 E",3300,4.5,4,"IESA SA","EXPLOTACION","""2015-10-04T05:00:00.000Z""","DIA",4.1,4.1,true,"MEDIO","null","SE RECOMIENDA REFORZAR ESPACIOS ABIERTOS DE MALLA, SOSTENER EL ULTIMO DISPARO.",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.05","1.10","Si","No"
"STP 996",3540,4.5,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-10-04T05:00:00.000Z""","DIA",5.4,5.4,true,"CRITICO","null","el S/N del lado derecho solo se debe avanzar el lado derecho culminado y rellenado el lado izquierdo para evitar salonear la labor. ",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.60","1.50","Si","No"
" Stp  765- N",3300,4.5,5,"IESA SA","EXPLOTACION","""2015-10-05T05:00:00.000Z""","DIA",5.1,5.1,true,"BAJO","null","CORTE DE SPLISET SOBRESALIDOS Y MALLAS SUSPENDIDOS.",true,"MF/P",3,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.48","1.52","Si","Si"
" Cro 544",3300,4.5,4,"IESA SA","EXPLOTACION","""2015-10-05T05:00:00.000Z""","DIA",4.1,4.1,true,"MEDIO","null","DESATE MINUCIOSO Y SOSTENIMIENTO AL TOPE MAS LA MALLA DE SACRIFICIO.",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.00","1.10","Si","Si"
" Cro 160-E",2890,4.5,4,"IESA SA","EXPLOTACION","""2015-10-05T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","CONTINUAR CON RESANE DE MALLAS ROTAS, MEJORAR EL ARCO DE AUTO SOPORTE.",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.00","1.10","Si","Si"
"Rpa. 372",4050,4,4,"COPSEM","EXPLOTACION","""2015-10-05T05:00:00.000Z""","DIA",4.2,4.2,true,"BAJO","null","REALIZAR DESCARGUE DE MALLAS CARGADAS",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.00","1.50","Si","No"
"Rpa. 390",4050,4,4,"COPSEM","EXPLOTACION","""2015-10-05T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","TERRENO DE MEDIANA RESISTENCIA, DISCONTINUIDAD TRANSVERSAL ALA LABOR ES RUGOSA  Y CON RELLENO DURO. RECOMENDACION DESCARGUE DE MALLAS CARGDAS, REALIZAR VOLADURA CONTROLADA.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.45","1.50","Si","No"
